Name,Family,Infraorder,Suborder,Order,Informal,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period
Cedarosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,137.05,110.1,26.950000000000017,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous
Galvesaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,152.21,145.06,7.150000000000006,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Giraffatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,2,Herbivore,161.5,143.1,18.400000000000006,Oxfordian,Berriasian,Upper Jurassic,Lower Cretaceous
Lusotitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,152.21,145.06,7.150000000000006,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Sonorasaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,106.3,93.9,12.399999999999991,Albian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Soriatitan,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Venenosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Vouivria,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Duriatitan,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,154.8,137.05,17.75,Kimmeridgian,Valanginian,Upper Jurassic,Lower Cretaceous
Fukuititan,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Fushanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Fusuisaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Liaoningotitan,Euhelopodidae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Oceanotitan,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,152.21,149.2,3.0100000000000193,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Ornithopsis,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,145.06,119.57,25.49000000000001,Tithonian,Aptian,Upper Jurassic,Lower Cretaceous
Pelorosaurus,Brachiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,2,Herbivore,145.06,110.1,34.96000000000001,Tithonian,Albian,Upper Jurassic,Lower Cretaceous
Aragosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,154.8,143.1,11.700000000000017,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Atlasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Dashanpusaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Yuzhoulong,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,161.5,6.699999999999989,Bathonian,Callovian,Middle Jurassic,Middle Jurassic
Amanzia,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,154.8,152.21,2.5900000000000034,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Losillasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,154.8,143.1,11.700000000000017,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Mierasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,139.1,132.6,6.5,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Moabosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,137.05,132.6,4.450000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Narindasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Tendaguria,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,149.2,143.1,6.099999999999994,Tithonian,Berriasian,Upper Jurassic,Lower Cretaceous
Turiasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,154.8,143.1,11.700000000000017,Kimmeridgian,Berriasian,Upper Jurassic,Lower Cretaceous
Zby,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,152.21,149.2,3.0100000000000193,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Chebsaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Patagosaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,182.9,168.6,14.300000000000011,Toarcian,Bajocian,Lower Jurassic,Middle Jurassic
Protognathosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,170.9,154.8,16.099999999999994,Bajocian,Oxfordian,Middle Jurassic,Upper Jurassic
Bagualia,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Cardiodon,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Cetiosauriscus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Datousaurus,Mamenchisauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,174.7,154.8,19.899999999999977,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic
Dystrophaeus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,157.9,154.8,3.0999999999999943,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Ferganasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Haestasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,139.1,132.6,6.5,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Janenschia,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,149.2,143.1,6.099999999999994,Tithonian,Berriasian,Upper Jurassic,Lower Cretaceous
Jobaria,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,161.5,143.1,18.400000000000006,Oxfordian,Berriasian,Upper Jurassic,Lower Cretaceous
Lapparentosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Nebulasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,174.7,168.2,6.5,Aalenian,Bajocian,Middle Jurassic,Middle Jurassic
Perijasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,180.4,170.9,9.5,Toarcian,Aalenian,Lower Jurassic,Middle Jurassic
Rhoetosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Shunosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,174.7,154.8,19.899999999999977,Aalenian,Oxfordian,Middle Jurassic,Upper Jurassic
Amygdalodon,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,192.9,182.9,10.0,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Barapasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Cetiosaurus,Cetiosauridae,Sauropoda,Sauropodomorpha,Saurischia,False,2,Herbivore,174.7,119.57,55.129999999999995,Aalenian,Aptian,Middle Jurassic,Lower Cretaceous
Spinophorosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,170.9,165.3,5.599999999999994,Bajocian,Bathonian,Middle Jurassic,Middle Jurassic
Tazoudasaurus,Vulcanodontidae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,192.9,174.7,18.200000000000017,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Volkheimeria,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Antetonitrus,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Ingentia,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,227.3,205.7,21.600000000000023,Carnian,Rhaetian,Upper Triassic,Upper Triassic
Lessemsaurus,Lessemsauridae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,227.3,205.7,21.600000000000023,Carnian,Rhaetian,Upper Triassic,Upper Triassic
Archaeodontosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Chinshakiangosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Damalasaurus,,,,,True,1,Herbivore,201.4,174.7,26.700000000000017,Hettangian,Toarcian,Lower Jurassic,Lower Jurassic
Isanosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,192.9,174.7,18.200000000000017,Pliensbachian,Toarcian,Lower Jurassic,Lower Jurassic
Kotasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Lamplughsaura,,,Sauropodomorpha,Saurischia,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Microdontosaurus,,,,,True,1,Herbivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Ohmdenosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,182.9,180.4,2.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Oplosaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,137.05,121.4,15.650000000000006,Valanginian,Barremian,Lower Cretaceous,Lower Cretaceous
Pulanesaura,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Sanpasaurus,,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,184.2,174.7,9.5,Toarcian,Toarcian,Lower Jurassic,Lower Jurassic
Vulcanodon,Vulcanodontidae,Sauropoda,Sauropodomorpha,Saurischia,False,1,Herbivore,199.5,184.2,15.300000000000011,Sinemurian,Pliensbachian,Lower Jurassic,Lower Jurassic
Alwalkeria,,,,Saurischia,False,1,,237.0,227.3,9.699999999999989,Carnian,Carnian,Upper Triassic,Upper Triassic
Nhandumirim,Saturnaliidae,,Sauropodomorpha,Saurischia,False,1,,227.3,205.7,21.600000000000023,Carnian,Rhaetian,Upper Triassic,Upper Triassic
Ichthyornis,,Avialae,Theropoda,Saurischia,False,2,Piscivore,100.5,72.2,28.299999999999997,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Janavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Asiahesperornis,Hesperornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Canadaga,Hesperornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Hesperornis,Hesperornithidae,Avialae,Theropoda,Saurischia,False,11,Piscivore,89.8,66.0,23.799999999999997,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Parahesperornis,Hesperornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Baptornis,Baptornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,89.8,72.2,17.599999999999994,Coniacian,Campanian,Upper Cretaceous,Upper Cretaceous
Judinornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Brodavis,Brodavidae,Avialae,Theropoda,Saurischia,False,4,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Chupkaornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Enaliornis,Enaliornithidae,Avialae,Theropoda,Saurischia,False,4,Carnivore,106.3,100.5,5.799999999999997,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Fumicollis,Hesperornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Pasquiaornis,,Avialae,Theropoda,Saurischia,False,2,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Potamornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abitusavis,Yanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Similiyanornis,Yanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yanornis,Songlingornithidae,Avialae,Theropoda,Saurischia,False,3,Carnivore,125.77,113.2,12.569999999999993,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gargantuavis,Gargantuaviidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Apatornis,,Avialae,Theropoda,Saurischia,False,2,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Archaeovolans,Songlingornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Cerebavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Changzuiornis,Gansuidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Iaceornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,85.7,83.6,2.1000000000000085,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Kookne,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Kuszholia,Kuszholiidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Limenavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tingmiatornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Archaeornithura,Hongshanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,132.6,125.77,6.829999999999998,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Hongshanornis,Hongshanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Longicrusavis,Hongshanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Parahongshanornis,Hongshanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Songlingornis,Songlingornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Tianyuornis,Hongshanornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Yixianornis,Songlingornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Mengciusornis,Schizoouridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ambiortus,Ambiortidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Antarcticavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Apsaravis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Archaeorhynchus,,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,113.2,12.569999999999993,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Changmaornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Chaoyangia,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dingavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Eogranivora,,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Gansus,Gansuidae,Avialae,Theropoda,Saurischia,False,2,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Hollanda,,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Jianchangornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Jiuquanornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Juehuaornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Kaririavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,119.57,113.2,6.36999999999999,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Khinganornis,Gansuidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Liaoningornis,Liaoningornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Patagopteryx,Patagopterygidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,85.7,83.6,2.1000000000000085,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Piscivoravis,Songlingornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Schizooura,Schizoouridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Vorona,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Yumenornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Zhongjianornis,Patagopterygidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Cratoavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,119.57,113.2,6.36999999999999,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dalingheornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Elbretornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Enantiornis,Enantiornithidae,Avialae,Theropoda,Saurischia,False,3,Carnivore,93.9,66.0,27.900000000000006,Turonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Grabauornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,125.77,119.57,6.200000000000003,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Martinavis,,Avialae,Theropoda,Saurischia,False,5,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Abavornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Alexornis,Alexornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,85.7,83.6,2.1000000000000085,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Explorornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Incolornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Kizylkumavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Lenesornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Nanantius,,Avialae,Theropoda,Saurischia,False,1,Carnivore,106.3,100.5,5.799999999999997,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Sazavis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Zhyraornis,Zhyraornithidae,Avialae,Theropoda,Saurischia,False,2,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Gurilynia,,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gracilornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longchengornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Dapingfangornis,,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Avisaurus,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bauxitornis,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,85.7,83.6,2.1000000000000085,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Enantiophoenix,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Gettyia,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Halimornis,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Intiornis,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Mirarce,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,83.6,72.2,11.399999999999991,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Neuquenornis,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,85.7,83.6,2.1000000000000085,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Soroavisaurus,Avisauridae,Avialae,Theropoda,Saurischia,False,1,Carnivore,72.2,66.0,6.200000000000003,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bohaiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Longusunguis,Bohaiornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Parabohaiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Shenqiornis,Bohaiornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,161.5,121.4,40.099999999999994,Oxfordian,Barremian,Upper Jurassic,Lower Cretaceous
Sulcavis,Bohaiornithidae,Avialae,Theropoda,Saurischia,False,1,Carnivore,121.4,113.2,8.200000000000003,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
